Article Name,Description,Link
Chicken sexer,A person whose job is to determine the sex of chicken hatchlings.,https://en.wikipedia.org/wiki/Chick_sexing
Chicken powered nuclear bomb,A British project to lay nuclear mines in West Germany during the Cold War that were planned to be kept warm by live chickens.,https://en.wikipedia.org/wiki/Blue_Peacock
Empathy in chickens,Have some empathy when eating crunchy chicken nuggets.,https://en.wikipedia.org/wiki/Empathy_in_chickens
Tastes like chicken,But baked grilled or fried?,https://en.wikipedia.org/wiki/Tastes_like_chicken
Electrical disruptions caused by squirrels,Two squirrels on a wire...,https://en.wikipedia.org/wiki/Electrical_disruptions_caused_by_squirrels
Squirrel fishing,A sport of skill and patience.,https://en.wikipedia.org/wiki/Squirrel_fishing
Ambergris,Do you really want to know what your fancy perfume was made from?,https://en.wikipedia.org/wiki/Ambergris
Berserk llama syndrome,The result of being too friendly with llamas.,https://en.wikipedia.org/wiki/Berserk_llama_syndrome
Danish Protest Pig,A pig bred to look like the flag of Denmark to circumvent prohibition of the flag.,https://en.wikipedia.org/wiki/Danish_Protest_Pig
Deer penis,It is said to enhance sexual potency in men and was banned by the Chinese government from the 2008 Olympics.,https://en.wikipedia.org/wiki/Deer_penis
Diving horse,A short-lived attraction during the 1880s.,https://en.wikipedia.org/wiki/Diving_horse
The dog ate my homework,Instead of a pathetic excuse for an article an article about a pathetic excuse.,https://en.wikipedia.org/wiki/The_dog_ate_my_homework
Domesticated silver fox,Soviet Russia subsidizes the breeding of silver foxes.,https://en.wikipedia.org/wiki/Domesticated_silver_fox
Exploding whale,The next time a whale washes on shore in one Oregon county the authorities will leave the dynamite at home.,https://en.wikipedia.org/wiki/Exploding_whale
Fainting goat,A breed of goat whose muscles freeze for about 10 seconds when it is startled.,https://en.wikipedia.org/wiki/Fainting_goat
Flying primate hypothesis,Hypothesis that megabats are primates like us.,https://en.wikipedia.org/wiki/Flying_primate_hypothesis
Globster,Blobs of organic matter found washed up on beaches which are frequently as mysterious as they are disgusting.,https://en.wikipedia.org/wiki/Globster
Guided rat,Implanted electrodes let researchers steer the animal over an obstacle course making it twist turn and even jump on demand.,https://en.wikipedia.org/wiki/Guided_rat
Human,An article that reads as if non-humans wrote it.,https://en.wikipedia.org/wiki/Human
Overtoun Bridge,A bridge from which dogs keep leaping to their death.,https://en.wikipedia.org/wiki/Overtoun_Bridge
Quokka,An Australian animal which has developed a habit of posing for selfies with humans.,https://en.wikipedia.org/wiki/Quokka
Panda pornography,Pornographic movies created to achieve sexual arousal for Giant pandas which have been proven to be unaffected by the popular drug Viagra.,https://en.wikipedia.org/wiki/Panda_pornography
Revival of the woolly mammoth,Plans to clone the woolly mammoth and re-introduce them to Siberia.,https://en.wikipedia.org/wiki/Revival_of_the_woolly_mammoth
Rhinogradentia,A fictitious order of mammal invented by a German zoologist with a sense of humour.,https://en.wikipedia.org/wiki/Rhinogradentia
Skunks as pets,For pet owners who like a challenge.,https://en.wikipedia.org/wiki/Skunks_as_pets
Street dogs in Moscow,Some of them have figured out how to commute using the subway system.,https://en.wikipedia.org/wiki/Street_dogs_in_Moscow
Weasel war dance,The behavior of extremely excited ferrets who are enjoying themselves too much.,https://en.wikipedia.org/wiki/Weasel_war_dance
What Is It Like to Be a Bat?,Life’s most important questions.,https://en.wikipedia.org/wiki/What_Is_It_Like_to_Be_a_Bat%3F
Whale fall,The ecological consequences associated with a dead whale sinking to the seafloor.,https://en.wikipedia.org/wiki/Whale_fall
52-hertz whale,Dubbed the world's loneliest whale it vocalizes at a frequency used by no known whale species.,https://en.wikipedia.org/wiki/52-hertz_whale
Adwaita,Possibly the oldest creature of modern times this 255 year-old tortoise was the former pet of Robert Clive of the British East India Company.,https://en.wikipedia.org/wiki/Adwaita
Andy,A footless goose who wore sneakers as prosthesis and was tragically murdered.,https://en.wikipedia.org/wiki/Andy_(goose)
Ken Allen,Orangutan in the San Diego zoo who was nicknamed the Hairy Houdini.,https://en.wikipedia.org/wiki/Ken_Allen
Benson,A fish. A big fish. Called Benson.,https://en.wikipedia.org/wiki/Benson_(fish)
Bubbles,A chimpanzee who used human toilet facilities moonwalked and (allegedly) attempted suicide.,https://en.wikipedia.org/wiki/Bubbles_(chimpanzee)
Casper,A cat famed for traveling on a bus around Plymouth England.,https://en.wikipedia.org/wiki/Casper_(cat)
Clever Hans,A horse that allegedly knew arithmetic and could read in German.,https://en.wikipedia.org/wiki/Clever_Hans
Cocaine Bear,A bear found dead in the Tennessee wilderness having gone through a drug smuggler's dropped bag of cocaine. Inspired a 2023 film (though in that one the bear didn't just drop dead as there'd be no plot that way).,https://en.wikipedia.org/wiki/Cocaine_Bear_(bear)
Dusty the Klepto Kitty,Redefining the term cat burglar.,https://en.wikipedia.org/wiki/Dusty_the_Klepto_Kitty
Enumclaw horse sex case,An unfortunate case of a horse riding a man as opposed to a man riding a horse.,https://en.wikipedia.org/wiki/Enumclaw_horse_sex_case
Fungie,Ireland's favourite dolphin..,https://en.wikipedia.org/wiki/Fungie
George,A lobster weighing 20 pounds (9.1 kg) estimated to be 140 years old.,https://en.wikipedia.org/wiki/George_(lobster)
Grape-kun,A Humboldt penguin who gained worldwide fame after apparently falling in love with a cutout of an anime character.,https://en.wikipedia.org/wiki/Grape-kun
Grumpy Cat,Unfortunately this cat couldn't turn that frown upside down.,https://en.wikipedia.org/wiki/Grumpy_Cat
Hachikō,A well-known story of a Japanese dog that will make you cry by the end of it.,https://en.wikipedia.org/wiki/Hachik%C5%8D
Harambe,A gorilla killed to prevent it killing a child it was saving. Became a meme.,https://en.wikipedia.org/wiki/Harambe
Hanno (elephant),An Indian elephant that was a gift from the Portuguese king Manuel I to the pope in the 16th century.,https://en.wikipedia.org/wiki/Hanno_(elephant)
Henry the Hexapus,An octopus missing two arms due to an unfortunate birth defect.,https://en.wikipedia.org/wiki/Henry_the_Hexapus
Hoover the talking seal,Hoover. A seal. Which talked.,https://en.wikipedia.org/wiki/Hoover_(seal)
Jack,A Baboon who took over for his disabled owner as an employee of the Cape government railway.,https://en.wikipedia.org/wiki/Jack_(baboon)
Jackie,A dalmatian dog who was taught by his owner to do the Nazi salute long before Count Dankula did.,https://en.wikipedia.org/wiki/Jackie_(dog)
Jeremy,A left-coiled snail who became famous after a campaign to find another left-coiled snail so he could mate.,https://en.wikipedia.org/wiki/Jeremy_(snail)
Jonathan,Oldest known living terrestrial animal in the world (if it weren't Adwaita). He made the reverse of the 5p of Saint Helena. What have you done?,https://en.wikipedia.org/wiki/Jonathan_(tortoise)
Jumbo,An elephant with gigantism.,https://en.wikipedia.org/wiki/Jumbo
Khanzir,Possibly the world's loneliest pig. Even more lonely during the swine flu outbreak.,https://en.wikipedia.org/wiki/Khanzir
Lily Flagg,A Jersey cow that produced record amounts of butter and got a sizable neighborhood named for her.,https://en.wikipedia.org/wiki/Lily_Flagg
Lin Wang,A Taiwanese elephant made famous for his participation in the Second Sino-Japanese War.,https://en.wikipedia.org/wiki/Lin_Wang
Lion of Gripsholm Castle,What happens when you tell a taxidermist who doesn't know what a lion is to stuff and mount a lion.,https://en.wikipedia.org/wiki/Lion_of_Gripsholm_Castle
Lonesome George,The last known individual of the species Pinta Island tortoise. He was known as the rarest creature in the world.,https://en.wikipedia.org/wiki/Lonesome_George
Long Boi,A exceptionally tall duck living on the University of York campus.,https://en.wikipedia.org/wiki/Long_Boi
Mary,Makes the phrase hung like an elephant take on a whole new meaning.,https://en.wikipedia.org/wiki/Mary_(elephant)
Mayor Max II,The world's cutest mayor-for-life creature: a Golden Retriever.,https://en.wikipedia.org/wiki/Mayor_Max_II
Mike the Headless Chicken,A rooster that lived for 18 months with its head cut off.,https://en.wikipedia.org/wiki/Mike_the_Headless_Chicken
Ming,A ~500-year-old clam that was killed when scientists opened its shell to see how old it was.,https://en.wikipedia.org/wiki/Ming_(clam)
Nim Chimpsky,A chimpanzee subject of long-running studies into animal language acquisition named punningly for linguist Noam Chomsky.,https://en.wikipedia.org/wiki/Nim_Chimpsky
Osama bin Laden,An elusive elephant who terrorized the jungle of Assam. He was eventually shot but there are those who question the official story of his death. Much like his famous namesake.,https://en.wikipedia.org/wiki/Osama_bin_Laden_(elephant)
Oscar the Cat,A hospice cat who was featured in the New England Journal of Medicine for his purported ability to predict the impending death of terminally ill patients.,https://en.wikipedia.org/wiki/Oscar_(therapy_cat)
Owen and Mzee,Hippo and tortoise that befriended each other after the 2004 Indian Ocean Tsunami.,https://en.wikipedia.org/wiki/Owen_and_Mzee
Paul,A now-deceased psychic octopus who could predict the winner of football games notably during the 2010 FIFA World Cup.,https://en.wikipedia.org/wiki/Paul_the_Octopus
Potoooooooo,Actually it's pronounced potatoes.,https://en.wikipedia.org/wiki/Potoooooooo
Ravens of the Tower of London,Ravens used as soldiers in the Tower of London.,https://en.wikipedia.org/wiki/Ravens_of_the_Tower_of_London
River Thames whale,In 2006 a Northern Bottlenose swam into London and on to the front pages of the British newspapers.,https://en.wikipedia.org/wiki/River_Thames_whale
Sergeant Reckless,A horse that held an official rank in the US military fought in the Korean War and participated in an amphibious landing.,https://en.wikipedia.org/wiki/Sergeant_Reckless
Stubbs,A cat who was the mayor of an Alaskan town for nearly 20 years.,https://en.wikipedia.org/wiki/Stubbs_(cat)
Tamworth Two,Two pigs who in 1998 escaped an abattoir in England and attracted media attraction. Thanks to a newspaper they were never made into bacon ham or sausages.,https://en.wikipedia.org/wiki/Tamworth_Two
Tillamook Cheddar,The world's most successful and widely shown animal artist.,https://en.wikipedia.org/wiki/Tillamook_Cheddar_(dog)
Timothy,A tortoise that was present during the bombardment of Sevastopol during the Crimean War in 1854 and survived until 2004.,https://en.wikipedia.org/wiki/Timothy_(tortoise)
Tombili,A cat famously pictured looking chill on the streets of Istanbul who is now immortalised by a statue on the site.,https://en.wikipedia.org/wiki/Tombili
Topsy,An elephant that was electrocuted as the event was filmed by the Edison Manufacturing Company.,https://en.wikipedia.org/wiki/Topsy_(elephant)
Tuffi,An elephant that survived falling out of a Wuppertal Schwebebahn wagon.,https://en.wikipedia.org/wiki/Tuffi
Turra Coo,An insurance protest gone too far.,https://en.wikipedia.org/wiki/Turra_Coo
Ubre Blanca,Fidel Castro's favourite cow that produced 113 liters in one day and was used as a symbol of superior agriculture under communism. When she died a marble statue was erected in her memory.,https://en.wikipedia.org/wiki/Ubre_Blanca
Unsinkable Sam,A cat that has survived the sinking of three ships.,https://en.wikipedia.org/wiki/Unsinkable_Sam
Vacanti mouse,A mouse with a human ear on its back.,https://en.wikipedia.org/wiki/Vacanti_mouse
